"survived","passengerid","title_surname_survival","pclass","sex","age","age_bucket","fare","fare_bucket","title_grouping","is_woman_boy","family_size","is_one_family","is_mix_group","is_alone","cabin_level","embarked"
1,741,0,1,0,"42.20","4","30","2",3,0,1,0,0,1,3,0
0,742,0,1,0,"36","3","78.85","2",3,0,2,0,1,0,2,0
1,743,1,1,1,"21","2","262.375","3",2,1,5,0,1,0,1,1
0,744,0,3,0,"24","2","16.1","0",3,0,2,1,0,0,6,0
1,745,0,3,0,"31","3","7.925","0",3,0,1,0,0,1,6,0
0,746,0,1,0,"70","7","71","3",3,0,3,1,0,0,1,0
0,747,0,3,0,"16","1","20.25","0",3,0,3,1,0,0,6,0
1,748,0,2,1,"30","3","13","1",2,1,1,0,0,1,5,0
0,749,0,1,0,"19","1","53.1","2",3,0,2,1,0,0,3,0
0,750,0,3,0,"31","3","7.75","0",3,0,1,0,0,1,5,2
1,751,1,2,1,"4","0","23","0",2,1,3,1,0,0,5,0
1,752,1,3,0,"6","0","12.475","0",0,1,2,1,0,0,4,0
0,753,0,3,0,"33","3","9.5","0",3,0,1,0,0,1,6,0
0,754,0,3,0,"23","2","7.8958","0",3,0,1,0,0,1,6,0
1,755,1,2,1,"48","4","65","1",1,1,4,0,1,0,5,0
1,756,1,2,0,"0.67","0","14.5","0",0,1,3,1,0,0,5,0
0,757,0,3,0,"28","2","7.7958","0",3,0,1,0,0,1,6,0
0,758,0,2,0,"18","1","11.5","1",3,0,1,0,0,1,5,0
0,759,0,3,0,"34","3","8.05","0",3,0,1,0,0,1,6,0
1,760,0,1,1,"33","3","86.5","2",1,1,1,0,1,0,1,0
0,761,0,3,0,"28.32","2","14.5","0",3,0,1,0,1,0,6,0
0,762,0,3,0,"41","4","7.125","0",3,0,1,0,0,1,6,0
1,763,0,3,0,"20","2","7.2292","0",3,0,1,0,0,1,5,1
1,764,1,1,1,"36","3","120","2",1,1,4,1,0,0,1,0
0,765,0,3,0,"16","1","7.775","0",3,0,1,0,0,1,6,0
1,766,0,1,1,"51","5","77.9583","2",1,1,2,0,1,0,3,0
0,767,0,1,0,"42.20","4","39.6","3",3,0,1,0,0,1,2,1
0,768,0,3,1,"30.5","3","7.75","0",2,1,1,0,0,1,5,2
0,769,0,3,0,"28.32","2","24.15","0",3,0,2,0,1,0,5,2
0,770,0,3,0,"32","3","8.3625","0",3,0,1,0,0,1,6,0
0,771,0,3,0,"24","2","9.5","0",3,0,1,0,0,1,6,0
0,772,0,3,0,"48","4","7.8542","0",3,0,1,0,0,1,6,0
0,773,0,2,1,"57","5","10.5","0",1,1,1,0,1,0,4,0
0,774,0,3,0,"28.32","2","7.225","0",3,0,1,0,0,1,5,1
1,775,1,2,1,"54","5","23","1",1,1,5,1,0,0,5,0
0,776,0,3,0,"18","1","7.75","0",3,0,1,0,0,1,6,0
0,777,0,3,0,"28.32","2","7.75","0",3,0,1,0,0,1,5,2
1,778,0,3,1,"5","0","12.475","0",2,1,1,0,1,0,6,0
0,779,0,3,0,"28.32","2","7.7375","0",3,0,1,0,0,1,5,2
1,780,0,1,1,"43","4","211.3375","4",1,1,2,0,1,0,1,0
1,781,0,3,1,"13","1","7.2292","0",2,1,1,0,0,1,5,1
1,782,0,1,1,"17","1","57","2",1,1,2,1,0,0,1,0
0,783,0,1,0,"29","2","30","2",3,0,1,0,0,1,3,0
0,784,0,3,0,"28.32","2","23.45","0",3,0,4,1,0,0,6,0
0,785,0,3,0,"25","2","7.05","0",3,0,1,0,0,1,6,0
0,786,0,3,0,"25","2","7.25","0",3,0,1,0,0,1,6,0
1,787,0,3,1,"18","1","7.4958","0",2,1,1,0,0,1,6,0
0,788,0,3,0,"8","0","29.125","0",0,1,6,1,0,0,5,2
1,789,1,3,0,"1","0","20.575","0",0,1,4,1,0,0,6,0
0,790,0,1,0,"46","4","79.2","3",3,0,1,0,1,0,1,1
0,791,0,3,0,"28.32","2","7.75","0",3,0,1,0,0,1,5,2
0,792,0,2,0,"16","1","26","1",3,0,1,0,1,0,5,0
0,793,0,3,1,"17.36","1","69.55","0",2,1,11,1,0,0,6,0
0,794,0,1,0,"42.20","4","30.6958","2",3,0,1,0,0,1,2,1
0,795,0,3,0,"25","2","7.8958","0",3,0,1,0,0,1,6,0
0,796,0,2,0,"39","3","13","1",3,0,1,0,0,1,5,0
1,797,0,1,1,"49","4","25.9292","2",1,1,1,0,0,1,3,0
1,798,0,3,1,"31","3","8.6833","0",1,1,1,0,0,1,6,0
0,799,0,3,0,"30","3","7.2292","0",3,0,1,0,0,1,5,1
0,800,0,3,1,"30","3","24.15","0",1,1,3,1,0,0,6,0
0,801,0,2,0,"34","3","13","0",3,0,1,0,1,0,5,0
1,802,1,2,1,"31","3","26.25","0",1,1,3,1,0,0,5,0
1,803,1,1,0,"11","1","120","2",0,1,4,1,0,0,1,0
1,804,1,3,0,"0.42","0","8.5167","0",0,1,3,1,0,0,5,1
1,805,0,3,0,"27","2","6.975","0",3,0,1,0,0,1,6,0
0,806,0,3,0,"31","3","7.775","0",3,0,1,0,0,1,6,0
0,807,0,1,0,"39","3","0","0",3,0,1,0,0,1,0,0
0,808,0,3,1,"18","1","7.775","0",2,1,1,0,0,1,6,0
0,809,0,2,0,"39","3","13","1",3,0,1,0,0,1,5,0
1,810,0,1,1,"33","3","53.1","2",1,1,2,1,0,0,4,0
0,811,0,3,0,"26","2","7.8875","0",3,0,1,0,0,1,6,0
0,812,0,3,0,"39","3","24.15","0",3,0,1,0,1,0,6,0
0,813,0,2,0,"35","3","10.5","0",3,0,1,0,0,1,5,0
0,814,0,3,1,"6","0","31.275","0",2,1,7,1,0,0,6,0
0,815,0,3,0,"30.5","3","8.05","0",3,0,1,0,0,1,6,0
0,816,0,1,0,"42.20","4","0","0",3,0,1,0,1,0,1,0
0,817,0,3,1,"23","2","7.925","0",2,1,1,0,0,1,6,0
0,818,0,2,0,"31","3","37.0042","1",3,0,3,1,0,0,3,1
0,819,0,3,0,"43","4","6.45","0",3,0,1,0,0,1,6,0
0,820,0,3,0,"10","1","27.9","0",0,1,6,1,0,0,6,0
1,821,1,1,1,"52","5","93.5","2",1,1,3,0,1,0,1,0
1,822,0,3,0,"27","2","8.6625","0",3,0,1,0,0,1,6,0
0,823,0,1,0,"38","3","0","0",3,0,1,0,0,1,2,0
1,824,1,3,1,"27","2","12.475","0",1,1,2,1,0,0,4,0
0,825,0,3,0,"2","0","39.6875","0",0,1,6,0,1,0,6,0
0,826,0,3,0,"28.32","2","6.95","0",3,0,1,0,0,1,5,2
0,827,0,3,0,"28.32","2","56.4958","0",3,0,1,0,1,0,6,0
1,828,1,2,0,"1","0","37.0042","1",0,1,3,1,0,0,3,1
1,829,0,3,0,"28.32","2","7.75","0",3,0,1,0,0,1,5,2
1,830,0,1,1,"62","6","80","3",1,1,1,0,1,0,1,0
1,831,0,3,1,"15","1","14.4542","0",1,1,2,1,0,0,5,1
1,832,1,2,0,"0.83","0","18.75","0",0,1,6,1,0,0,5,0
0,833,0,3,0,"28.32","2","7.2292","0",3,0,1,0,0,1,5,1
0,834,0,3,0,"23","2","7.8542","0",3,0,1,0,0,1,6,0
0,835,0,3,0,"18","1","8.3","0",3,0,1,0,0,1,6,0
1,836,1,1,1,"39","3","83.1583","2",2,1,3,1,0,0,4,1
0,837,0,3,0,"21","2","8.6625","0",3,0,1,0,0,1,6,0
0,838,0,3,0,"28.32","2","8.05","0",3,0,1,0,0,1,6,0
1,839,0,3,0,"32","3","56.4958","0",3,0,1,0,1,0,6,0
1,840,0,1,0,"42.20","4","29.7","2",3,0,1,0,0,1,2,1
0,841,0,3,0,"20","2","7.925","0",3,0,1,0,0,1,6,0
0,842,0,2,0,"16","1","10.5","0",3,0,1,0,1,0,5,0
1,843,0,1,1,"30","3","31","1",2,1,1,0,1,0,2,1
0,844,0,3,0,"34.5","3","6.4375","0",3,0,1,0,0,1,5,1
0,845,0,3,0,"17","1","8.6625","0",3,0,1,0,0,1,6,0
0,846,0,3,0,"42","4","7.55","0",3,0,1,0,0,1,6,0
0,847,0,3,0,"28.32","2","69.55","0",3,0,11,1,0,0,6,0
0,848,0,3,0,"35","3","7.8958","0",3,0,1,0,0,1,5,1
0,849,0,2,0,"28","2","33","1",3,0,2,0,1,0,5,0
1,850,0,1,1,"42.89","4","89.1042","4",1,1,2,1,0,0,2,1
0,851,0,3,0,"4","0","31.275","0",0,1,7,1,0,0,6,0
0,852,0,3,0,"74","7","7.775","0",3,0,1,0,0,1,6,0
0,853,0,3,1,"9","0","15.2458","0",2,1,3,1,0,0,5,1
1,854,1,1,1,"16","1","39.4","1",2,1,2,1,0,0,3,0
0,855,1,2,1,"44","4","26","1",1,1,2,1,0,0,5,0
1,856,1,3,1,"18","1","9.35","0",1,1,2,1,0,0,6,0
1,857,1,1,1,"45","4","164.8667","3",1,1,3,0,1,0,2,0
1,858,0,1,0,"51","5","26.55","2",3,0,1,0,0,1,4,0
1,859,1,3,1,"24","2","19.2583","0",1,1,4,1,0,0,5,1
0,860,0,3,0,"28.32","2","7.2292","0",3,0,1,0,0,1,5,1
0,861,0,3,0,"41","4","14.1083","0",3,0,3,1,0,0,6,0
0,862,0,2,0,"21","2","11.5","1",3,0,2,0,0,1,5,0
1,863,0,1,1,"48","4","25.9292","2",1,1,1,0,0,1,3,0
0,864,0,3,1,"17.36","1","69.55","0",2,1,11,1,0,0,6,0
0,865,0,2,0,"24","2","13","1",3,0,1,0,0,1,5,0
1,866,0,2,1,"42","4","13","1",1,1,1,0,0,1,5,0
1,867,1,2,1,"27","2","13.8583","1",2,1,2,0,0,1,3,1
0,868,0,1,0,"31","3","50.4958","4",3,0,1,0,0,1,0,0
0,869,0,3,0,"28.32","2","9.5","0",3,0,1,0,0,1,6,0
1,870,1,3,0,"4","0","11.1333","0",0,1,3,1,0,0,6,0
0,871,0,3,0,"26","2","7.8958","0",3,0,1,0,0,1,6,0
1,872,0,1,1,"47","4","52.5542","2",1,1,3,1,0,0,3,0
0,873,0,1,0,"33","3","5","0",3,0,1,0,0,1,1,0
0,874,0,3,0,"47","4","9","0",3,0,1,0,0,1,6,0
1,875,0,2,1,"28","2","24","1",1,1,2,1,0,0,3,1
1,876,0,3,1,"15","1","7.225","0",2,1,1,0,0,1,5,1
0,877,0,3,0,"20","2","9.8458","0",3,0,1,0,1,0,6,0
0,878,0,3,0,"19","1","7.8958","0",3,0,1,0,0,1,6,0
0,879,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
1,880,0,1,1,"56","5","83.1583","2",1,1,2,0,1,0,2,1
1,881,0,2,1,"25","2","26","1",1,1,2,0,1,0,5,0
0,882,0,3,0,"33","3","7.8958","0",3,0,1,0,0,1,6,0
0,883,0,3,1,"22","2","10.5167","0",2,1,1,0,0,1,6,0
0,884,0,2,0,"28","2","10.5","0",3,0,1,0,0,1,5,0
0,885,0,3,0,"25","2","7.05","0",3,0,1,0,0,1,6,0
0,886,0,3,1,"39","3","29.125","0",1,1,6,1,0,0,5,2
0,887,0,2,0,"27","2","13","1",3,0,1,0,0,1,5,0
1,888,1,1,1,"19","1","30","2",2,1,1,0,0,1,1,0
0,889,0,3,1,"17.36","1","23.45","0",2,1,4,1,0,0,6,0
1,890,0,1,0,"26","2","30","2",3,0,1,0,0,1,2,1
0,891,0,3,0,"32","3","7.75","0",3,0,1,0,0,1,5,2
